cheap shot	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
chill	fury,warden
chromatic shower	illusionist
chromatic storm	illusionist
chromatic storm xii	illusionist
chromatic storm xiii	illusionist
circular strike	brigand,swashbuckler
clara's chaotic cacophony	dirge
clara's chaotic cacophony xii	dirge
clarion	paladin
clarion xii	paladin
clarion xiii	paladin
clarion xiv	paladin
cleave flesh	shadowknight
cleave flesh xii	shadowknight
close mind	bruiser
cocky maneuver	swashbuckler
cold wind	defiler,mystic
combat healing	inquisitor,templar
communion	conjuror
concealment	assassin
concussion	berserker,guardian
concussion xii	guardian
concussive	warlock,wizard
condemn	inquisitor
condemn xii	inquisitor
condemn xiii	inquisitor
condemn xiv	inquisitor
conflagration	warlock,wizard
conjuror's pact	conjuror
conjuror's pact xii	conjuror
conjuror's pact xiii	conjuror
consecrate	paladin
consume ego	coercer,illusionist
consume essence	necromancer
consuming inferno	conjuror
consumption	necromancer
contagion	defiler,mystic
control undead	necromancer
controlled rage	berserker
controlled rage xii	berserker
converge	wizard
converge xii	wizard
conversion of the soul	inquisitor
corrupter's resolve	defiler
countersong	troubador
courage	channeler,defiler,fury,inquisitor,mystic,templar,warden
coverage	ranger
crescent strike	monk
crescent strike xii	monk
crescent strike xiii	monk
crippling arrow	ranger
crippling arrow xii	ranger
crippling strike	assassin
crouching tiger	monk
crouching tiger xii	monk
crouching tiger xiii	monk
crusade	paladin
crusade xii	paladin
crusader's judgement	paladin,shadowknight
cry of conviction	paladin,shadowknight
crystal blast	conjuror
crystal blast xii	conjuror
crystal blast xiii	conjuror
crystal blast xiv	conjuror
crystal blast xv	conjuror
crystallize soul	defiler
cunning defense	assassin
cunning defense xii	assassin
cure	channeler,defiler,fury,inquisitor,mystic,templar,warden
cure curse	channeler,defiler,fury,inquisitor,mystic,templar,warden
cure magic	coercer,conjuror,illusionist,necromancer,warlock,wizard
cure noxious	channeler,defiler,fury,inquisitor,mystic,templar,warden
curse of darkness	warlock
curse of darkness xii	warlock
curse of void	warlock
curse of void xii	warlock
cuss	brigand
cuss xii	brigand
daelis' dance of blades	troubador
daelis' dance of blades xii	troubador
daelis' dance of blades xiii	troubador
dancing blade	troubador
dancing blade xii	troubador
dancing blade xiii	troubador
dancing precession	dirge
daring	inquisitor,templar
daring advance	brigand,swashbuckler
daring advance xii	brigand,swashbuckler
daring advance xiii	brigand,swashbuckler
dark blade	shadowknight
dark blade xii	shadowknight
dark blade xiii	shadowknight
dark heart	necromancer
dark infestation	warlock
dark nebula	warlock
dark nebula xii	warlock
dark nebula xiii	warlock
dark pact	warlock
dark pact xii	warlock
dark pact xiii	warlock
dark pyre	warlock
dark pyre xii	warlock
dark pyre xiii	warlock
dark siphoning	warlock
dark siphoning xii	warlock
darksong blade	dirge
darksong blade xii	dirge
darksong blade xiii	dirge
daro's dull blade	dirge
daro's dull blade xii	dirge
daro's dull blade xiii	dirge
daro's sorrowful dirge	dirge
dashing swathe	swashbuckler
dashing swathe xii	swashbuckler
dastardly plan	swashbuckler
daunting gaze	coercer,illusionist
dawnstrike	warden
dawnstrike xii	warden
dawnstrike xiii	warden
dawnstrike xiv	warden
dead calm	dirge
dead calm xii	dirge
deadly focus	assassin
deadly shot	assassin
deadly shot xii	assassin
deadly shot xiii	assassin
death blow	assassin
death cloud	shadowknight
death cloud xii	shadowknight
death cloud xiii	shadowknight
death march	shadowknight
death mark	assassin
death mark xii	assassin
death swarm	fury
death swarm xii	fury
death swarm xiii	fury
death swarm xiv	fury
death's door	dirge
death's door xii	dirge
death's door xiii	dirge
deathknight's resolve	shadowknight
deathly pallor	necromancer
deathward	defiler
debilitate	brigand
deceit	brigand
decimate	guardian
decimation	warlock
decree	paladin
defensive haven	conjuror
defensive haven xii	conjuror
defensive haven xiii	conjuror
defile	defiler
defiling hex ward	defiler
demolish	berserker
demonstration of faith	paladin,shadowknight
demonstration of faith xii	paladin
demonstration of faith xiii	paladin
demoralizing processional	troubador
deny	inquisitor
deny xii	inquisitor
deny xiii	inquisitor
depart	wizard
depressing chant	troubador
depressing chant xii	troubador
depressing chant xiii	troubador
desperate thrust	brigand
destructive mind	coercer
destructive mind xii	coercer
destructive rage	berserker
destructive rage xii	berserker
deteriorate	mystic
deteriorate xii	mystic
deteriorate xiii	mystic
devastation fist	bruiser,monk
devious blade	swashbuckler
devious evasion	shadowknight
devoted resolve	templar
devour	fury
devour vitae	shadowknight
devour vitae xii	shadowknight
devouring mist	shadowknight
devout sacrament	paladin
devout sacrament xii	paladin
dire balm	defiler
dire balm xii	defiler
dire balm xiii	defiler
dire balm xiv	defiler
dire balm xv	defiler
dirges refrain	dirge
dirty tricks	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
disarming grin	swashbuckler
discordant verse	troubador
disheartening descant	dirge,troubador
disheartening descant xii	dirge,troubador
dismay	illusionist
dismay xii	illusionist
dismember	berserker
disorientation	inquisitor
disorientation xii	inquisitor
disorientation xiii	inquisitor
dispatch	brigand
dissociate limbs	guardian
dissolve	warlock
dissolve xii	warlock
dissolve xiii	warlock
dissolve xiv	warlock
dissolve xv	warlock
distortion	warlock
distortion xii	warlock
distract	inquisitor,templar
distracting blade	brigand,swashbuckler
divide and conquer	bruiser
divine arbitration	templar
divine awakening	inquisitor,templar
divine execution	monk
divine favor	paladin
divine inspiration	paladin
divine inspiration xii	paladin
divine inspiration xiii	paladin
divine provenance	inquisitor
divine providence	channeler,defiler,fury,inquisitor,mystic,templar,warden
divine smite	templar
divine smite xii	templar
divine smite xiii	templar
divine smite xiv	templar
divine strike	templar
divine strike xii	templar
divine strike xiii	templar
divine strike xiv	templar
divine vengeance	paladin
divine vengeance xii	paladin
divine vengeance xiii	paladin
divine's resolve	templar
dogma	inquisitor
doom judgment	paladin,shadowknight
dooming darkness	necromancer
doppelganger	illusionist
double blast	brigand
double blast xii	brigand
double up	brigand
double-cross	swashbuckler
double-cross xii	swashbuckler
double-cross xiii	swashbuckler
dragon rage	monk
dragon rage xii	monk
dragon's resolve	monk
dragonfire	monk
dreadful wrath	shadowknight
dust blast	conjuror,necromancer
earthen avatar	conjuror
earthen avatar xii	conjuror
earthen avatar xiii	conjuror
earthen avatar xiv	conjuror
earthly brand	conjuror,necromancer
earthquake	conjuror
earthquake xii	conjuror
ebbing spirit	mystic
echoes of the ancients	mystic
echoes of the ancients xii	mystic
effloresce	fury,warden
ego shock	coercer,illusionist
ego shock xii	coercer
ego shock xiii	coercer
eidolic ward	defiler,mystic
elegy at death's door	dirge
elegy of awakening	dirge
elemental aspect	conjuror
elemental aspect xii	conjuror
elemental aspect xiii	conjuror
elemental concerto	troubador
elemental unity	conjuror
elixir of resuscitation	paladin
emberstrike	ranger
emberstrike xii	ranger
emberstrike xiii	ranger
emberstrike xiv	ranger
en garde	swashbuckler
encase	warlock
encase xii	warlock
enduring breath	channeler,defiler,fury,inquisitor,mystic,templar,warden
enhanced cataclysm	warlock
enhanced ice comet	wizard
enrage	berserker
enrage xii	berserker
enrage xiii	berserker
enraging demeanor	coercer
ensnare	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
ensnare xii	ranger
ensnare xiii	ranger
entangle	brigand
entrance	illusionist
entrance xii	illusionist
epiphany	illusionist
epiphany xii	illusionist
equinox	warden
equity of discord	assassin,beastlord,berserker,brigand,bruiser,channeler,coercer,conjuror,defiler,dirge,fury,guardian,illusionist,inquisitor,monk,mystic,necromancer,paladin,ranger,shadowknight,swashbuckler,templar,troubador,warden,warlock,wizard
equity of health	assassin,beastlord,berserker,brigand,bruiser,channeler,coercer,conjuror,defiler,dirge,fury,guardian,illusionist,inquisitor,monk,mystic,necromancer,paladin,ranger,shadowknight,swashbuckler,templar,troubador,warden,warlock,wizard
escape	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
essence of the great bear	warden
essence of the great bear xii	warden
essence shift	conjuror,necromancer
essence shift xii	conjuror
essence shift xiii	conjuror
eulogist's resolve	dirge
evade	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
evade xii	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
evade xiii	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
everburning flame	monk
evidence of faith	inquisitor
eviscerate	assassin
eviscerate xii	assassin
eviscerate xiii	assassin
exacting	assassin
exquisite torment	shadowknight
extract mana	illusionist
extract mana xii	illusionist
extract mana xiii	illusionist
eye gouge	bruiser
eye gouge xii	bruiser
fae fire	fury
faerie ally	warden
faith strike	paladin
faith strike xii	paladin
faith strike xiii	paladin
faithful swing	paladin,shadowknight
fall of the phoenix	monk
fanatic's faith	inquisitor
fanatic's faith xii	inquisitor
fanatical healing	inquisitor
fanatical healing xii	inquisitor
fanatical healing xiii	inquisitor
fanatical healing xiv	inquisitor
fanaticism	inquisitor
fancy footwork	brigand,swashbuckler
fancy footwork xii	swashbuckler
fascinate	coercer,illusionist
fast strike	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
fatal followup	assassin
favor of the phoenix	fury,warden
favor of the wild	warden
favor of the wild xii	warden
fear	necromancer
feast	fury
feign death	bruiser,monk
feral pulse	fury
feral tenacity	fury
ferocity of the eel	fury
fervent faith	inquisitor
fields of the grey	mystic
fierce rousing	fury
fiery annihilation	conjuror
fiery annihilation xii	conjuror
fiery annihilation xiii	conjuror
fiery annihilation xiv	conjuror
fiery magician	conjuror
fiery magician xii	conjuror
fighting chance	berserker,bruiser,guardian,monk,paladin,shadowknight
fire seed	conjuror
fire seed xii	conjuror
firestorm	wizard
firestorm xii	wizard
firestorm xiii	wizard
five rings	monk
five rings xii	monk
flamboyant strike	swashbuckler
flames of velious	warlock,wizard
flameshield	conjuror
flameshield xii	conjuror
flash of brilliance	illusionist
flash of brilliance xii	illusionist
flash of steel	swashbuckler
flash of steel xii	swashbuckler
flash of steel xiii	swashbuckler
flash of steel xiv	swashbuckler
flourishing strike	swashbuckler
flow like wind	monk
flow like wind xii	monk
flow like wind xiii	monk
flurry of blades	swashbuckler
flurry of blades xii	swashbuckler
flying kick	bruiser,monk
flying scissors	monk
focus aim	ranger
focused intervention	templar
focused offensive	guardian
focused strike	bruiser,monk
forced arbitration	brigand
forced hesitation	coercer
forced obedience	inquisitor
forced obedience xii	inquisitor
forced swing	berserker,guardian
forest spirit	fury
forest spirit xii	fury
foretold prophecy	coercer
fortify elements	wizard
fortify elements xii	wizard
fortify elements xiii	wizard
forward charge	guardian
forward charge xii	guardian
forward charge xiii	guardian
freeze	warlock,wizard
freezing whorl	warlock,wizard
frenzy	berserker
frigid gift	wizard
frostbite	warden
frostbite xii	warden
frozen manacles	warlock,wizard
frozen palm	monk
frozen palm xii	monk
frozen palm xiii	monk
fuliginous whip	defiler
fuliginous whip xii	defiler
furnace of ro	wizard
fusion	wizard
garsin's funeral march	dirge
gather remains	channeler,defiler,fury,inquisitor,mystic,templar,warden
geotic rune	conjuror
geotic rune xii	conjuror
geotic rune xiii	conjuror
ghostly ward	defiler,mystic
gift of bertoxxulous	warlock
gift of the magi	coercer,conjuror,illusionist,necromancer,warlock,wizard
glacial flames	mystic
glacial flames xii	mystic
glacial wind	wizard
glacial wind xii	wizard
gloom	coercer,illusionist
glory	templar
gouge	brigand,swashbuckler
gouge xii	brigand
graceful avoidance	troubador
graceful avoidance xii	troubador
grasp of bertoxxulous	warlock
grasp of bertoxxulous xii	warlock
grasp of bertoxxulous xiii	warlock
grasping bones	necromancer
grave sacrament	shadowknight
grave sacrament xii	shadowknight
gravelord's resolve	necromancer
gravitas	dirge
greater regrowth	fury,warden
greater smite	inquisitor,templar
grey wind	defiler,mystic
grim harbinger	shadowknight
grim harbinger xii	shadowknight
grim harbinger xiii	shadowknight
grim sorcerer	necromancer
grim sorcerer xii	necromancer
grisly protection	necromancer
grisly protection xii	necromancer
grisly protection xiii	necromancer
guardian sphere	guardian
gushing wound	assassin
gushing wound xii	assassin
gushing wound xiii	assassin
gushing wound xiv	assassin
gut	assassin
gut kick	guardian
gut kick xii	guardian
gut kick xiii	guardian
gut rip	brigand
hadooken	bruiser
hamstring	swashbuckler
hamstring xii	swashbuckler
hangman's noose	swashbuckler
hangman's noose xii	swashbuckler
hangman's noose xiii	swashbuckler
harbinger	defiler
harbinger xii	defiler
harbinger xiii	defiler
harl's rousing tune	dirge
harl's rousing tune xii	dirge
harl's rousing tune xiii	dirge
harl's rousing tune xiv	dirge
harm touch	shadowknight
harm touch xii	shadowknight
harmony	templar
harmony xii	templar
harmony xiii	templar
harvest mana	wizard
harvest mana xii	wizard
hateful slam	shadowknight
hateful slam xii	shadowknight
hateful slam xiii	shadowknight
hawk attack	ranger
haze	mystic
head crush	berserker
head crush xii	berserker
head shot	assassin
head shot xii	assassin
heal servant	conjuror
heal servant xii	conjuror
heal servant xiii	conjuror
heal servant xiv	conjuror
healing	channeler,defiler,fury,inquisitor,mystic,templar,warden
healing fate	templar
healing fate xii	templar
healing grove	warden
healing ritual	defiler,mystic
healstorm	warden
healstorm xii	warden
healstorm xiii	warden
heart of the storm	fury
hemorrhage	coercer
hemorrhage xii	coercer
hemorrhage xiii	coercer
hemorrhage xiv	coercer
hemorrhage xv	coercer
heresy	inquisitor
heretic's doom	inquisitor
heretic's doom xii	inquisitor
heroic dash	paladin
heroic dash xii	paladin
heroic dash xiii	paladin
hibernation	fury
hidden shot	ranger
hidden shot xii	ranger
hierophant's resolve	warden
hierophantic genesis	warden
hilt strike	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
hold the line	berserker,guardian
hold the line xii	guardian
hold the line xiii	guardian
holdup	brigand
holdup xii	brigand
holdup xiii	brigand
holy aid	paladin
holy aid xii	paladin
holy aid xiii	paladin
holy armor	templar
holy armor xii	templar
holy armor xiii	templar
holy circle	paladin
holy circle xii	paladin
holy circle xiii	paladin
holy ground	paladin
holy intercession	templar
holy intercession xii	templar
holy intercession xiii	templar
holy salvation	templar
holy stampede	paladin
holy strike	paladin
holy strike xii	paladin
honed reflexes	assassin,ranger
hostage	coercer
hostage xii	coercer
howl of death	dirge
howl of death xii	dirge
howl of the damned	necromancer
howl of the damned xii	necromancer
howl of the damned xiii	necromancer
hunker down	berserker,guardian
hunker down xii	guardian
hunker down xiii	guardian
hunter's instinct	assassin,ranger
hunter's instinct xii	ranger
hunter's instinct xiii	ranger
huntmaster	ranger
hurricane	swashbuckler
hymn of horror	dirge
hyran's seething sonata	dirge
ice comet	wizard
ice spears	wizard
ice spears xii	wizard
ice spears xiii	wizard
ice spears xiv	wizard
ice spike	warlock,wizard
ice storm	conjuror
ice storm xii	conjuror
ice storm xiii	conjuror
ice storm xiv	conjuror
icefall	warden
icefall xii	warden
icefall xiii	warden
icefall xiv	warden
iceshield	wizard
iceshield xii	wizard
ignore pain	bruiser
illusionary mindstorm	illusionist
illusory allies	illusionist
illusory mask	illusionist
immobilize	conjuror,necromancer
immobilizing lunge	ranger
immobilizing lunge xii	ranger
immobilizing lunge xiii	ranger
immolation	wizard
immolation xii	wizard
immolation xiii	wizard
impale	assassin,ranger
impale xii	assassin
impale xiii	assassin
imprecate	defiler
imprecate xii	defiler
imprecate xiii	defiler
imprecate xiv	defiler
improved arch healing	channeler,defiler,fury,inquisitor,mystic,templar,warden
improvised weapon	assassin
incarcerate	inquisitor
incinerate	warlock,wizard
incinerate xii	wizard
incinerate xiii	wizard
incinerate xiv	wizard
indomitable will	bruiser,monk
indomitable will xii	bruiser
indomitable will xiii	bruiser
inflame	paladin,shadowknight
inner calm	monk
inner calm xii	monk
inner calm xiii	monk
innoruuk's caress	shadowknight
innoruuk's caress xii	shadowknight
innoruuk's caress xiii	shadowknight
innoruuk's caress xiv	shadowknight
inquest	inquisitor
inquisition	inquisitor
insatiable ardor	dirge,troubador
insidious whisper	shadowknight
insidious whisper xii	shadowknight
insidious whisper xiii	shadowknight
insidious whisper xiv	shadowknight
insolence	berserker
inspired daring	swashbuckler
instill panic	bruiser,monk
instinct	warden
instinct xii	warden
intercept	berserker,bruiser,guardian,monk,paladin,shadowknight
intimidate	bruiser
intimidate xii	bruiser
intimidation	fury
intimidation xii	fury
intimidation xiii	fury
invective	defiler
invisibility	conjuror,necromancer
invocation	inquisitor
invocation xii	inquisitor
invocation xiii	inquisitor
invocation xiv	inquisitor
involuntary gift	templar
iron will	guardian
iron will xii	guardian
jael's dreadful deprivation	dirge
jael's dreadful deprivation xii	dirge
jael's mysterious mettle	dirge
jael's mysterious mettle xii	dirge
jarol's sorrowful requiem	dirge
jarol's sorrowful requiem xii	dirge
jester's cap	troubador
judgment	paladin
judgment xii	paladin
judgment xiii	paladin
judgment xiv	paladin
juggernaut	berserker
jugular slice	assassin
jugular slice xii	assassin
justicar's resolve	paladin
karana's hold	fury
kick	berserker,bruiser,guardian,monk,paladin,shadowknight
kidney stab	swashbuckler
kidney stab xii	swashbuckler
kidney stab xiii	swashbuckler
killing instinct	ranger
knee break	berserker,guardian
knee break xii	berserker
knee break xiii	berserker
knight's stance	paladin
knight's stance xii	paladin
knight's stance xiii	paladin
knockout combination	bruiser
lamenting soul	mystic
lanet's excruciating scream	dirge
lanet's excruciating scream xii	dirge
lay on hands	paladin
lay on hands xii	paladin
let it burn	wizard
lethal focus	coercer
lethargy	mystic
lich	necromancer
lifetap	necromancer
lifetap xii	necromancer
lightning burst	coercer,conjuror,illusionist,necromancer,warlock,wizard
lightning fists	bruiser
lightning fists xii	bruiser
lightning palm	monk
lightning palm xii	monk
lightning shock	coercer,conjuror,illusionist,necromancer,warlock,wizard
lightning strike	ranger
lightning strike xii	ranger
lightning strike xiii	ranger
lightning strike xiv	ranger
litany	inquisitor
lockdown	illusionist
lucan's pact	shadowknight
lucan's pact xii	shadowknight
lucan's pact xiii	shadowknight
lucidity	fury
lucidity xii	fury
lucidity xiii	fury
lucky break	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
lucky gambit	swashbuckler
lucky gambit xii	swashbuckler
lucky gambit xiii	swashbuckler
lucky gambit xiv	swashbuckler
luda's nefarious wail	dirge
luda's nefarious wail xii	dirge
luda's nefarious wail xiii	dirge
luda's nefarious wail xiv	dirge
lullaby	troubador
lunar attendant	mystic
lung puncture	swashbuckler
maddening swarm	fury
maelstrom	defiler
maestro's resolve	troubador
maestros harmony	troubador
magi's shielding	coercer,conjuror,illusionist,necromancer,warlock,wizard
magma chamber	wizard
magma chamber xii	wizard
magma chamber xiii	wizard
mail of frost	wizard
mail of souls	defiler
makeshift arrows	ranger
makeshift arrows xii	ranger
malevolent diatribe	inquisitor
malevolent diatribe xii	inquisitor
malevolent diatribe xiii	inquisitor
malfeasance	defiler
malice	shadowknight
malice xii	shadowknight
malice xiii	shadowknight
malice xiv	shadowknight
mana cloak	coercer,illusionist
mana intromission	wizard
mana sieve	shadowknight
mana trickle	warlock
manatap	illusionist
mangle	berserker,guardian
manhandle	bruiser
manhandle xii	bruiser
marauder's vaunt	swashbuckler
mark of divinity	templar
mark of divinity xii	templar
mark of pawns	inquisitor,templar
